1	1789230328.601830542	127.0.0.1	2359	127.0.0.1	80	0
4	1789230328.603343288	127.0.0.1	49115	127.0.0.1	80	0
7	1789230328.603959078	127.0.0.1	29548	127.0.0.1	80	0
10	1789230328.604804613	127.0.0.1	55744	127.0.0.1	80	0
